restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	description	facilitiesServices	creditCards	phoneNumber	website
Veneziano	Contrada Arena, SS 120 km 187	Randazzo	95036	ITA	Sicily	€€	Sicilian, Traditional Cuisine	Situated just outside Randazzo, one of the villages with typical lava-stone buildings dotted around Mt Etna, this restaurant serves excellent local cuisine. Recipes featuring mushrooms and meat ...	Air conditioning, Car park, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 095 799 1353	https://www.ristoranteveneziano.it/
Berton	via Mike Bongiorno 13	Milan	20123	ITA	Lombardy	€€€€	Italian Contemporary, Creative	Situated in the heart of Porta Nuova, this restaurant has one wall made entirely of glass, allowing plenty of daylight to permeate its elegant, contemporary-style dining room which is perfectly in...	Air conditioning, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 02 6707 5801	https://www.ristoranteberton.com/
Sapereta	via Provinciale Ovest 73, località Mola	Porto Azzurro	57036	ITA	Tuscany	€€€	Modern Cuisine	Housed in a historic winery, this simple, rustic - style restaurant is surrounded by a well - kept garden where farmyard animals roam freely. Don’t be fooled by appearances, however – the cuisine ...	Car park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0565 95033	https://www.ristorantesapereta.it
Duomo	via Cap. Bocchieri 31	Ragusa	97100	ITA	Sicily	€€€€	Contemporary, Creative	Chef Ciccio Sultano provides an intimate portrait of Sicily at this restaurant situated just a stone’s throw from the Duomo di San Giorgio in the heart of Ibla, one of the most charming historic ...	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 0932 651265	https://www.cicciosultano.it/
Locanda Perbellini	via Moscova 25	Milan	20121	ITA	Lombardy	€€	Italian	Highly renowned in his native Verona, Michelin - starred chef Giancarlo Perbellini has now opened a restaurant in Milan, where he continues to offer traditional Italian cuisine from the north and ...	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 02 3663 1450	https://locandaperbellini.it/
Locanda dei Salinari	via XX Settembre 67	Cervia	48015	ITA	Emilia-Romagna	€€	Seafood, Cuisine from Romagna	In the old village of Salinari, a young enterprising chef runs this simple restaurant. His creative cuisine is prepared with the best regional produce of Romagna.	Air conditioning, Terrace	Mastercard, Visa	+39 0544 971133	https://locandasalinari.it/
L'Archivolto - Osteria Nostrale	piazza Garibaldi 25/26	Ovada	15076	ITA	Piedmont	€€	Piedmontese, Traditional Cuisine	This restaurant in set in a typical country inn. It has heavy hams, which jealously guards a small niche, and chequered tablecloths. Sample the Piedmontese cuisine with a Ligurian influence, ...	Air conditioning, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 0143 835208	https://www.archivoltoosterianostrale.com
Il Capestrano	via Gian Francesco Pizzi 14	Milan	20141	ITA	Lombardy	€€	Cuisine from Abruzzo	This restaurant takes its name from the warrior statue dating back to the 6C BC which was discovered in Capestrano (Aquila province) in 1934. The statue, carved from a single block of local stone,...	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 02 569 3345	https://www.ilcapestrano.it/
La Chiocciola	via Runco 94/f	Quartiere di Portomaggiore	44015	ITA	Emilia-Romagna	€€	Country cooking	A restaurant and an inn in a small country village, it’s the right place if you’re looking for hospitality and you appreciate the regional cuisine, made of snails and frogs, but also fish from the...	Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access	Mastercard, Visa	+39 0532 329151	https://www.locandalachiocciola.it/
Da Cesare	via Crescenzio 13	Rome	00193	ITA	Lazio	€€	Classic Cuisine, Italian	As the Florentine lily on the glass at the entrance implies, the specialities of this place are Tuscan in origin as well as seafood. Friendly atmosphere, ample wine list.	Air conditioning	Amex, Mastercard, Visa	+39 06 686 1227	https://www.ristorantecesare.com
Cannavacciuolo Bistrot	via Umberto Cosmo 6	Turin	10131	ITA	Piedmont	€€€€	Creative	Situated near the Gran Madre church in Borgo Po, this restaurant is the Turin home of the three-Michelin-starred chef from Villa Crespi Cannavacciuolo. Here, in a succession of small dining rooms ...	Air conditioning, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 011 839 9893	https://www.cannavacciuolobistrot.it/
Corte Visconti	via Roma 9	Somma Lombardo	21019	ITA	Lombardy	€€	Country cooking, Creative	A classical, rustic style environment with walls in stone and brick vaulted or wood and stone ceilings. The cuisine is authentically local but with a pleasant touch of creativity.	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0331 254873	https://www.cortevisconti.it/
La Cantinella	località Montemarciano 70/g	Montemarciano	52028	ITA	Tuscany	€	Tuscan, Modern Cuisine	A little country restaurant with pleasantly distinctive interiors and summer service al fresco on the terrace. Traditional Tuscan cuisine on the menu, with a modern touch.	Car park, Great view, Restaurant offering vegetarian menus, Terrace	Mastercard, Visa	+39 055 917 2705	
L’Alchimia	viale Premuda 34	Milan	20129	ITA	Lombardy	€€€	Modern Cuisine, Italian Contemporary	The parquet floor, wood-beamed ceiling and exposed brickwork lend a warm ambience to this restaurant, which is bright and airy during the day and romantic in the evening thanks to its soft ...	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 02 8287 0704	https://ristorantelalchimia.com/
Forte del 48	via Vizzotto 1	San Donà di Piave	30027	ITA	Veneto	€€	Venetian, Country cooking	This pleasant restaurant started life in 1848 as a bastion used by the Habsburg army and was later transformed into an inn. Recognised as a “Locale Storico Veneto”, it’s now run by the third ...	Air conditioning, Car park, Wheelchair access	Amex, Mastercard, Visa	+39 0421 44244	https://www.hotelfortedel48.com/gourmet.html
Alpenroyal Gourmet	via Meisules 43	Selva di Val Gardena	39048	ITA	Trentino-South Tyrol	€€€€	Creative, Contemporary	This is the gourmet restaurant at the hotel of the same name, one of the most luxurious in the Val Gardena. The elegant, contemporary dining room has an almost minimalist feel, with a softly lit ...	Air conditioning, Car park, Garden or park, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 0471 795555	https://www.alpenroyal.com/it/alpenroyal-gourmet-restaurant.asp
Vitello d'Oro	via Erasmo Valvason 4	Udine	33100	ITA	Friuli-Venezia Giulia	€€€	Seafood, Friulian	This restaurant boasts a new, even more beautiful look following its complete restoration in early 2019. However, one thing that has not changed is the excellent fish cuisine which has given the ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0432 508982	https://www.vitellodoro.com/
Castel fine dining	vicolo dei Castagni 18	Tirol	39019	ITA	Trentino-South Tyrol	€€€€	Creative, International	180° views of the Val Venosta provide the theatrical setting for chef Gerhard Wieser’s precise, technical cuisine at this restaurant, where the tasting menu changes with the seasons and focuses on...	Air conditioning, Garden or park, Great view, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 0473 923693	https://www.castel-fine-dining.com
Il Giardino del Gusto	piazza XX Settembre 6/c	Ventimiglia	18039	ITA	Liguria	€€€	Creative	Although not on the seafront, this restaurant is well worth a visit thanks to its excellent owner - chef, who has had years of experience to perfect his French culinary techniques. Exciting ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0184 355244	https://emanueledonalisio.com/
Le Jardin	via del Babuino 9	Rome	00187	ITA	Lazio	€€€	Mediterranean Cuisine, Italian Contemporary	Despite the French name, Le Jardin de Russie serves creative and contemporary Italian cuisine in sublime surrounds and its colourful dishes have been inspired by the Mediterranean ingredients of ...	Air conditioning, Garden or park, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 06 3288 8870	https://www.roccofortehotels.com/hotels-and-resorts/hotel-de-russie/dining/le-jardin-de-russie/
Lazaroun	via Del Platano 21	Santarcangelo di Romagna	47822	ITA	Emilia-Romagna	€€	Cuisine from Romagna, Traditional Cuisine	The prototype of a typical Romagna restaurant, run by an efficient and friendly family team. Excellent choice of high - quality first and second courses, including fresh pasta, hams and salamis, ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0541 624417	http://www.lazaroun.it
Oro Restaurant	isola della Giudecca 10	Venice	30133	ITA	Veneto	€€€€	Italian Contemporary, Creative	For visitors not staying at the legendary Hotel Cipriani (home to Oro Restaurant), the excitement of this dining experience starts with your journey from St Mark’s Square. From here, the hotel’s ...	Air conditioning, Garden or park, Great view, Interesting wine list	Amex, Mastercard, Visa	+39 041 240801	https://www.belmond.com/it/hotels/europe/italy/venice/belmond-hotel-cipriani/oro-restaurant
Oberraindlhof	Raindl 49	Madonna di Senales	39020	ITA	Trentino-South Tyrol	€€	Traditional Cuisine, Regional Cuisine	The family that run this restaurant occupying an old farmhouse with origins dating back to the 16C has a relationship with the region that goes back decades. In later years, the farm became an inn...	Car park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0473 679131	https://www.oberraindlhof.com/it/buongustaio
Zum Löwen	via Tirolo 25	Tisens	39010	ITA	Trentino-South Tyrol	€€€	Classic Cuisine, Modern Cuisine	A charming restaurant housed in a skilfully restored old farm, where everything from the hay barn to the old stalls has been refurbished and enhanced, so that traditional old features from the ...	Interesting wine list, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 0473 920927	
Tre Noghere	via Crede 1	Bigolino	31049	ITA	Veneto	€€	Regional Cuisine	Situated in a peaceful location amid fields and vineyards, this attractive country restaurant run by the same family since 1965 boasts an outdoor space where three walnut trees (“tre noghere”) ...	Air conditioning, Car park, Terrace	Mastercard, Visa	+39 0423 980316	https://www.trenoghere.com/
I Castagni	via Ottobiano 8/20	Vigevano	27029	ITA	Lombardy	€€€	Classic Cuisine, Country cooking	Situated in the countryside outside Vigevano, this rustic country house with a portico has the feel of a private villa thanks to its antique furniture and paintings by local artists on the walls. ...	Air conditioning, Car park, Garden or park, Interesting wine list	Amex, Mastercard, Visa	+39 0381 42860	https://www.ristoranteicastagni.com/
Vintage 1997	piazza Solferino 16/h	Turin	10121	ITA	Piedmont	€€€	Italian, Classic Cuisine	The several tasting menus at this restaurant include an on-trend vegetarian option, a Mediterranean menu (with an excellent tuna Chateaubriand and spring onion jelly), the typical Piedmontese “...	Air conditioning, Interesting wine list, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 011 535948	https://www.vintage1997.com/
La Valle	via Umberto I 25, località Valle Sauglio	Trofarello	10028	ITA	Piedmont	€€€	Contemporary	A well - run restaurant in a quiet area just outside the village, where the owner - chef serves modern cuisine with the occasional regional influence. Careful attention is given to the use of ...	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 011 649 9238	https://www.ristorantelavalle.it/
MaMe Restaurant	via Michele Coppino 56	Viareggio	55049	ITA	Tuscany	€€	Seafood, Modern Cuisine	Situated in central Viareggio near the town’s shipyards, MaMe occupies a long, narrow space that is reminiscent of Oriental restaurants with its long bench running alongside one wall and small ...	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 0584 345697	https://www.mamerestaurant.com/
GioEle	via Mazzini 26	Stradella	27049	ITA	Lombardy	€€	Classic Cuisine, Contemporary	Situated in the town centre, this colourful and discreetly elegant restaurant offers friendly and professional service. The classic cuisine served here is modern in style, offering a choice of ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0385 43444	https://www.ristorantegioele.com/
Locanda delle Tre Chiavi	via Vannetti 8	Isera	38060	ITA	Trentino-South Tyrol	€	Regional Cuisine, Seasonal Cuisine	This restaurant housed in an 18C building is run by its talented and enthusiastic owners Sergio (front of house) and Annarita (in the kitchen), who do their utmost to provide guests with the best ...	Car park, Terrace	Amex, Mastercard, Visa	+39 348 402 0857	http://www.locandadelletrechiavi.it
Antica Osteria del Mare	via Ascanio Sforza 105	Milan	20141	ITA	Lombardy	€€	Seafood, Mediterranean Cuisine	Situated on the Naviglio away from Milan’s bustling nightlife, this rustic-style restaurant is decorated with a profusion of wood. As the name suggests, fish and seafood take pride of place on the...	Wheelchair access	Amex, Mastercard, Visa	+39 02 8954 6534	https://www.anticaosteriadelmare.it/
